s vacf_x VACF
4710 -2.77804437045057012e-08 -6.2187387960739471195e-08
4720 -2.7312568767928585698e-08 -6.2719533658141974706e-08
4730 -2.6643538611586575646e-08 -6.3644740782798106075e-08
4740 -2.5760122827378169319e-08 -6.4923876272844512313e-08
4750 -2.4674405853373657076e-08 -6.6519424138964163557e-08
4760 -2.3421070046289140464e-08 -6.8388959634713287715e-08
4770 -2.2047942456119970852e-08 -7.0488903705907261535e-08
4780 -2.060909929836529226e-08 -7.2774533300121549193e-08
4790 -1.9152863634088002906e-08 -7.5174963878278571196e-08
4800 -1.7718199389171538351e-08 -7.7604801317582700261e-08
4810 -1.633348233790758772e-08 -7.9970291280155105918e-08
4820 -1.5023404025588807102e-08 -8.217450386311741805e-08
4830 -1.3802865081235705188e-08 -8.4112195637845281731e-08
4840 -1.2691269989032563793e-08 -8.5694728231779773007e-08
4850 -1.1710196262867059948e-08 -8.6858251928736931294e-08
4860 -1.0880734364037427525e-08 -8.7563013149949642603e-08
4870 -1.0224046374863325518e-08 -8.7794934218288369634e-08
4880 -9.7583891089668797581e-09 -8.7556197570270218993e-08
4890 -9.4961674381062751086e-09 -8.6872779185877785794e-08
4900 -9.437172795379843131e-09 -8.5759252062627890389e-08
4910 -9.5757908631298291137e-09 -8.4231567402884961664e-08
4920 -9.9009022754391620828e-09 -8.2300465213079272474e-08
4930 -1.0395228243248436606e-08 -7.9985895454513249244e-08
4940 -1.1043633783583821765e-08 -7.7337868114234249759e-08
4950 -1.1832149453589211288e-08 -7.4435009764546520434e-08
4960 -1.2744576199205501168e-08 -7.1383775038416851994e-08
4970 -1.375854759237586872e-08 -6.8302611717068570714e-08
4980 -1.48416879926005084e-08 -6.5312817788942628832e-08
4990 -1.5943947422079684076e-08 -6.2497202371076146307e-08
5000 -1.7006820185300640142e-08 -5.9894289435306771552e-08
