s vacf_x VACF
2730 -2.351861543880211628e-08 -4.8497556911376130201e-08
2740 -1.9650074559561533271e-08 -4.3561748126027592683e-08
2750 -1.5504662772485984863e-08 -3.7937175041382572551e-08
2760 -1.1162829249720098393e-08 -3.1807934249949908318e-08
2770 -6.6906871656575029846e-09 -2.534730182538045438e-08
2780 -2.1218221346980266723e-09 -1.8702233915476983789e-08
2790 2.5289162608537387733e-09 -1.1991158813917516269e-08
2800 7.2621240124739322087e-09 -5.3119018826523020349e-09
2810 1.2075335902114884239e-08 1.2525479437405290382e-09
2820 1.6948626925011328111e-08 7.6076754655526524967e-09
2830 2.184844300263237699e-08 1.3649832029696985903e-08
2840 2.6725187866690639219e-08 1.9274640338148469734e-08
2850 3.1520176509434992823e-08 2.4374432143123377935e-08
2860 3.617540418847207132e-08 2.8847693670975067368e-08
2870 4.0638607363188366395e-08 3.2603316748317556062e-08
2880 4.4846441672748958442e-08 3.5563155807909440385e-08
2890 4.8729028195506534728e-08 3.7669802598851515072e-08
2900 5.2204353292750758448e-08 3.8893549178010329158e-08
2910 5.5176641219356227964e-08 3.9220150695421075415e-08
2920 5.7542328573716867634e-08 3.8640727367761599298e-08
2930 5.9199285512164481287e-08 3.714564689495633785e-08
2940 6.0056046893813610793e-08 3.471780138001251042e-08
2950 6.0042565705968385305e-08 3.1345129741159551475e-08
2960 5.9105977941535575358e-08 2.7025498084780578597e-08
2970 5.72179540610382349e-08 2.1771121750240234886e-08
2980 5.4386252492278246657e-08 1.5646006923601253384e-08
2990 5.065338515859472076e-08 8.7500570496860698257e-09
3000 4.6110148544830313906e-08 1.2382872444884058539e-09
3010 4.088059325027099178e-08 -6.706521492925167007e-09
3020 3.5110551105797983582e-08 -1.491433970424522441e-08
3030 2.8957855901776339617e-08 -2.3231959920744996221e-08
3040 2.2587588782388085425e-08 -3.153631059145481568e-08
3050 1.6166057158794380609e-08 -3.9739592887880521659e-08
3060 9.8654540026024393712e-09 -4.7767313768051867011e-08
3070 3.8557074066721828684e-09 -5.5550370087944112209e-08
3080 -1.7048124842988399768e-09 -6.3012665376541944369e-08
3090 -6.6899531599925823161e-09 -7.0090943866018972846e-08
3100 -1.1023570824852858703e-08 -7.6744825888639302029e-08
3110 -1.4688124531341023614e-08 -8.29630768901635581e-08
3120 -1.7718086234105289864e-08 -8.8753601699487189987e-08
3130 -2.018509894081042974e-08 -9.4135134213409129074e-08
3140 -2.2187909720930087407e-08 -9.9127920110176553581e-08
3150 -2.3833328849177900434e-08 -1.0374445534076492996e-07
3160 -2.5231081930137088863e-08 -1.0799860185655985272e-07
3170 -2.6489353790838137721e-08 -1.1191386814752586534e-07
3180 -2.7704907107502833314e-08 -1.1552784812519054823e-07
3190 -2.8954185688201407126e-08 -1.1889525002946672826e-07
3200 -3.0280884632947369344e-08 -1.2207904343374298162e-07
3210 -3.169757178631023647e-08 -1.2514578890764617465e-07
3220 -3.3187574169605174656e-08 -1.2815988778115074234e-07
3230 -3.471377193874725824e-08 -1.3116891901909503312e-07
3240 -3.6221970428968522352e-08 -1.3419438505856993022e-07
3250 -3.7645522962633381635e-08 -1.3722379404135366284e-07
3260 -3.892322924849513511e-08 -1.402043157817064118e-07
3270 -3.9998124575317607393e-08 -1.4304617105675677354e-07
3280 -4.082596671243614971e-08 -1.4563164555099731383e-07
3290 -4.1377611430678190218e-08 -1.4783046242370335287e-07
3300 -4.1640948331168917068e-08 -1.4951901753547356875e-07
3310 -4.1616118946895562297e-08 -1.5059167190122373338e-07
3320 -4.1309516509111259175e-08 -1.5099109917436704636e-07
3330 -4.074250154845790906e-08 -1.5069683003024578113e-07
3340 -3.9946665448933817487e-08 -1.4972756614969945777e-07
3350 -3.8959575514019534936e-08 -1.4812025674414796566e-07
3360 -3.783067391820373398e-08 -1.459367113990295475e-07
3370 -3.6603439749482549545e-08 -1.4324187502353303993e-07
3380 -3.530665348738298781e-08 -1.4009789859259985596e-07
3390 -3.3957191081234485298e-08 -1.365603423484219171e-07
3400 -3.2560305542672988669e-08 -1.3266682828477447947e-07
3410 -3.1113444039390894643e-08 -1.2843266181490423033e-07
3420 -2.9613422889769267414e-08 -1.2383465847255888747e-07
3430 -2.8055876611758687001e-08 -1.188343081932261844e-07
3440 -2.6437676083305588635e-08 -1.1340031731273918351e-07
3450 -2.4754782584817148661e-08 -1.0751632039452715893e-07
3460 -2.3003085593607460613e-08 -1.0119152296296009685e-07
3470 -2.1174852986040753576e-08 -9.4451961627402566688e-08
3480 -1.9272998944166826968e-08 -8.7344312387771403335e-08
3490 -1.7307677574720551498e-08 -7.9920384202753687913e-08
3500 -1.5297176085802053076e-08 -7.2236970582119763949e-08
3510 -1.32720488490880544e-08 -6.4354530558862741928e-08
3520 -1.1268502066568148856e-08 -5.6347876259697128131e-08
3530 -9.3241092808712843015e-09 -4.8300524747402249283e-08
3540 -7.4570568801108906452e-09 -4.0280068182477395609e-08
3550 -5.6707965017344749308e-09 -3.2342433829984074968e-08
3560 -3.9555717382319040429e-09 -2.4527068806206101833e-08
3570 -2.2951346439857537594e-09 -1.6864750828356322926e-08
3580 -6.8043667426019763373e-10 -9.3777137865475098392e-09
3590 8.8721775445861669019e-10 -2.0885192958240278173e-09
3600 2.3899739691261943937e-09 4.9680314681593527277e-09
3610 3.8041716552418615481e-09 1.1751331373416883651e-08
3620 5.0977768358055893507e-09 1.8200448640522957739e-08
3630 6.2392479658670853252e-09 2.4242059019904812928e-08
3640 7.2013766316348462603e-09 2.9793269838654064801e-08
3650 7.9696030665577103077e-09 3.4782304825735042632e-08
3660 8.5514072861898547946e-09 3.9159385069121707188e-08
3670 8.9794432314371773851e-09 4.2902900019785218905e-08
3680 9.3140527200316494055e-09 4.6042793225005376446e-08
3690 9.6256814117277011998e-09 4.8642143724085422438e-08
3700 9.9797341091289954994e-09 5.0784733131810521277e-08
3710 1.0416416961706475258e-08 5.2546604399687517886e-08
3720 1.0945272639382311108e-08 5.3992488844660852711e-08
3730 1.1537459794113157747e-08 5.516228072360411795e-08
3740 1.2128808670915471892e-08 5.6051110963471203627e-08
3750 1.263346171280124662e-08 5.6638207966362416635e-08
3760 1.2964599582062562317e-08 5.6896373259903435861e-08
3770 1.3049903866640929402e-08 5.6807961204464051312e-08
3780 1.284186664497468732e-08 5.6386023218392705272e-08
3790 1.2325782352459360093e-08 5.5687969371546868538e-08
3800 1.1516165949959171503e-08 5.4789734894766268913e-08
3810 1.0450524145581906022e-08 5.3776374039134964993e-08
3820 9.173460938237120465e-09 5.270938598678262954e-08
3830 7.7334973385636351549e-09 5.1615228596980962192e-08
3840 6.1737221074201578255e-09 5.048317542987530449e-08
3850 4.5379785555832098459e-09 4.927915521913736338e-08
3860 2.8767774061225945056e-09 4.7973232334101885703e-08
3870 1.2425724130561752799e-09 4.6548079393530491202e-08
3880 -3.1167874738320530999e-10 4.4994396387856101601e-08
3890 -1.7447869375335605638e-09 4.3307400274701943735e-08
3900 -3.0390232805246296334e-09 4.1472033216577817543e-08
3910 -4.1945690217252292003e-09 3.9469207587520340249e-08
3920 -5.2234583527419601777e-09 3.7269180843789160678e-08
3930 -6.1362579226159639637e-09 3.4853480220825031628e-08
3940 -6.9343772066789355753e-09 3.2210005450976957696e-08
3950 -7.6153678517253429114e-09 2.9347368636407470949e-08
3960 -8.1644461251302229125e-09 2.6297704341289112367e-08
3970 -8.5602402068316671681e-09 2.3118638384250084719e-08
3980 -8.7610015540075671469e-09 1.9913090275429068124e-08
3990 -8.7041328942710553381e-09 1.6831065851249941653e-08
4000 -8.3108246699517124731e-09 1.4066179927688307102e-08
4010 -7.4990123634362963506e-09 1.1834186644438875723e-08
4020 -6.2163887481794655211e-09 1.0313191847659709389e-08
4030 -4.4585311693228066188e-09 9.6247009084808801026e-09
4040 -2.2752111239957894923e-09 9.8113590551249153867e-09
4050 2.3501481200466272369e-10 1.0836354032652834478e-08
4060 2.9452491949354867058e-09 1.2594960805049458237e-08
4070 5.7236108897518258418e-09 1.4939348627029675907e-08
4080 8.4538201849816506207e-09 1.769898202871957794e-08
4090 1.1047196758015795652e-08 2.0695138485949877882e-08
4100 1.3445950212789382669e-08 2.3757419190403745567e-08
4110 1.5622714533970653711e-08 2.6734499268951479626e-08
4120 1.757140755466490064e-08 2.950868263922461461e-08
4130 1.930465270536093765e-08 3.1989769328243054489e-08
4140 2.0843200619662799017e-08 3.4111117680428165206e-08
4150 2.2201382546019061049e-08 3.5817594088723365834e-08
4160 2.3381899149341326643e-08 3.7071666071507522727e-08
4170 2.4375205262922121201e-08 3.7851617590973974821e-08
4180 2.5164465307602362868e-08 3.8170876002578922491e-08
4190 2.5731564528177229483e-08 3.8077972089470048319e-08
4200 2.6057773246673051934e-08 3.7650175327008380992e-08
4210 2.6122037496011881977e-08 3.6976723050120668511e-08
4220 2.590491105911582644e-08 3.6152756816323901272e-08
4230 2.53912624216769725e-08 3.526805863440476841e-08
4240 2.4569971036431487596e-08 3.4400770191502731904e-08
4250 2.3436222907118483551e-08 3.3605004767918796226e-08
4260 2.199421882609200146e-08 3.29221738819779739e-08
4270 2.0257977388051555938e-08 3.2374123540863100026e-08
4280 1.8253763436142965232e-08 3.1983062197474444772e-08
4290 1.6021654107842340621e-08 3.1769192734753727092e-08
4300 1.3607917307938986962e-08 3.1737612356906039005e-08
4310 1.1060630932271955669e-08 3.1844888330858913161e-08
4320 8.4257204470778569709e-09 3.2012291791303174671e-08
4330 5.7453328611383613813e-09 3.2133802280607739774e-08
4340 3.0523983148370602737e-09 3.2103856073004136441e-08
4350 3.740179490015881253e-10 3.1834845273885536332e-08
4360 -2.2760164316452806266e-09 3.1244580685878739727e-08
4370 -4.8867336908264765124e-09 3.0269428104872679856e-08
4380 -7.4488581708104824999e-09 2.8855360058776683188e-08
4390 -9.9545026027893745238e-09 2.6955886096599098257e-08
4400 -1.2385638891178709279e-08 2.4538859156338366902e-08
4410 -1.4723018355632865658e-08 2.1578125021533678425e-08
4420 -1.6941624387084563858e-08 1.8074892793725934609e-08
4430 -1.9016424911242417969e-08 1.4045338111627996778e-08
4440 -2.0931476139741341809e-08 9.5184700626134982075e-09
4450 -2.2675294571216100739e-08 4.5472625085615230765e-09
4460 -2.424557239411521895e-08 -8.0468778533751057277e-10
4470 -2.5650377801130526985e-08 -6.4646145322092225952e-09
4480 -2.6904537745689028228e-08 -1.2356856015387210276e-08
4490 -2.8023071211594364061e-08 -1.8402119527048215406e-08
4500 -2.9017840504148465572e-08 -2.4520085004548918803e-08
4510 -2.989160581524907856e-08 -3.0625760326136201254e-08
4520 -3.0640344063567571647e-08 -3.6640626067610821901e-08
4530 -3.1253391575183973905e-08 -4.2478331205545410184e-08
4540 -3.1722886602450988259e-08 -4.8043754984429325456e-08
4550 -3.204853527595278467e-08 -5.3248148769258225485e-08
4560 -3.2229343669014359184e-08 -5.7979463093082347718e-08
4570 -3.2271516554269625053e-08 -6.2125633032148105227e-08
4580 -3.2179233364531095646e-08 -6.5573001048269540253e-08
4590 -3.1963688136105423637e-08 -6.8239476150214158915e-08
4600 -3.1634812441770064749e-08 -7.0054851340411731695e-08
4610 -3.1210082100174138969e-08 -7.0995442618806824983e-08
4620 -3.0714942957099686163e-08 -7.1086398346658682497e-08
4630 -3.0186851304638813819e-08 -7.0428305935328715522e-08
4640 -2.9674819986757978144e-08 -6.9199273278422079738e-08
4650 -2.922501763833843599e-08 -6.7626489232957287625e-08
4660 -2.8872381795104868883e-08 -6.5968161459330985937e-08
4670 -2.8619850524952195509e-08 -6.4452400087807136598e-08
4680 -2.8440515982727328229e-08 -6.3242650295468021634e-08
4690 -2.82847918272438532e-08 -6.2441848079739882243e-08
4700 -2.8086126115099946827e-08 -6.2088479764373367994e-08
