s vacf_x VACF
920 1.9947249038354017639e-07 8.0297233024017055868e-07
930 1.972833587066018813e-07 7.9846407361384506372e-07
940 1.9550665621187581671e-07 7.9420661856819745983e-07
950 1.9412646258691631146e-07 7.900783738690191355e-07
960 1.9315516343120705019e-07 7.8598112163822597611e-07
970 1.9262590760976316395e-07 7.8186543741247102232e-07
980 1.925706529503538335e-07 7.7771169683506464148e-07
990 1.9300959296300328016e-07 7.7353137514772718183e-07
1000 1.939477118772664594e-07 7.6932514266823501309e-07
1010 1.9537232284666124618e-07 7.6507171139222831458e-07
1020 1.972536244630321884e-07 7.607298456880514575e-07
1030 1.9954213363356135509e-07 7.562389946150158572e-07
1040 2.0216482698120917479e-07 7.5152912649074718555e-07
1050 2.0501653620266409378e-07 7.4652073694046440045e-07
1060 2.0796121799008668556e-07 7.4111376036856291271e-07
1070 2.108405415496695947e-07 7.3517949723873509591e-07
1080 2.134812549434687063e-07 7.2855888920096412566e-07
1090 2.157044031977357551e-07 7.210540883514401844e-07
1100 2.1734792349413912315e-07 7.1245717251426506926e-07
1110 2.1828337234760397404e-07 7.0257287376843476483e-07
1120 2.1841962948106407461e-07 6.9123517944515241769e-07
1130 2.1770859100580805809e-07 6.783223040604249433e-07
1140 2.1613906041319559548e-07 6.6379104875768603923e-07
1150 2.1373532380213298292e-07 6.4768864616808146931e-07
1160 2.1054887851629519095e-07 6.3016545499558586106e-07
1170 2.0665500179716387941e-07 6.1148293209346692438e-07
1180 2.0215109376769924712e-07 5.9199414295739015603e-07
1190 1.9715291373248377893e-07 5.7211415716028287733e-07
1200 1.9180082218457671219e-07 5.5228993462150598116e-07
1210 1.8624973840784995675e-07 5.3295284280785285972e-07
1220 1.8066104228473136835e-07 5.1447192149025028928e-07
1230 1.751723527286476867e-07 4.9711068215771962075e-07
1240 1.6987427348329938471e-07 4.8097618104709029363e-07
1250 1.6480744874442066142e-07 4.6602425740013595266e-07
1260 1.5997487926821715103e-07 4.520937724642059694e-07
1270 1.5535265442597987414e-07 4.3895952423545438224e-07
1280 1.5091628450241205793e-07 4.2640794394101212039e-07
1290 1.4664217349647313135e-07 4.1428539853758610428e-07
1300 1.425130195837282456e-07 4.0252117930317593106e-07
1310 1.3851767172940380864e-07 3.9110836593716774596e-07
1320 1.3465337230355824579e-07 3.8009478269732547866e-07
1330 1.3093604842819433623e-07 3.6956206840749767037e-07
1340 1.2740401047386911851e-07 3.5960654240094445334e-07
1350 1.2411540130216674389e-07 3.5032720655596089156e-07
1360 1.211383606792642993e-07 3.4181562954560150205e-07
1370 1.185421347346802075e-07 3.3413927884847563075e-07
1380 1.163811334874954209e-07 3.2734639234972017504e-07
1390 1.1467620502197191865e-07 3.2145360225020897973e-07
1400 1.1340961489874827629e-07 3.1644783836377375465e-07
1410 1.1252632692769596357e-07 3.1228635465758958992e-07
1420 1.1194680316771584871e-07 3.0890775697871389764e-07
1430 1.115838763312135748e-07 3.0623925699559270163e-07
1440 1.1135720883211261669e-07 3.0418409262687307879e-07
1450 1.1120515378618435819e-07 3.0263377998233306784e-07
1460 1.1108100980332839646e-07 3.0146076596846329593e-07
1470 1.1094313541071885424e-07 3.0050515399075387371e-07
1480 1.107658210045490962e-07 2.9961208414358183543e-07
1490 1.1052688976095423185e-07 2.9865841956117297059e-07
1500 1.1021180777580698816e-07 2.9758093587207552805e-07
1510 1.0981185974742041246e-07 2.9638788678234491223e-07
1520 1.0932790896272521544e-07 2.9512964152549753758e-07
1530 1.0876907921259275761e-07 2.9386454187865048414e-07
1540 1.081547423485635821e-07 2.926171671662381859e-07
1550 1.075024760149231306e-07 2.9134320289775114452e-07
1560 1.0681481660874339009e-07 2.8990316396038883308e-07
1570 1.0607045801838027411e-07 2.8809111217626140672e-07
1580 1.0520975839837916558e-07 2.8566189099286439154e-07
1590 1.0413965957943502816e-07 2.8238048311057932721e-07
1600 1.027394935805707214e-07 2.7806568281306386332e-07
1610 1.0088846560385368165e-07 2.7262732495554136913e-07
1620 9.8481311228149287261e-08 2.6608555414558949332e-07
1630 9.5447412802176868258e-08 2.5856694218940862716e-07
1640 9.1762260876295819544e-08 2.5028788600765887951e-07
1650 8.7445579436332289698e-08 2.4151910342745653676e-07
1660 8.2580043472390221185e-08 2.3258929393056945062e-07
1670 7.732049853772195248e-08 2.2384337595060899479e-07
1680 7.18802144762027976e-08 2.1560874541803845679e-07
1690 6.6501868427157715863e-08 2.0815441125800621684e-07
1700 6.1417190773334821731e-08 2.0165610782965480272e-07
1710 5.6818572932044254248e-08 1.9618720475008939838e-07
1720 5.2831262370859832559e-08 1.9172176545165601557e-07
1730 4.9497261584362984775e-08 1.8813177072317091527e-07
1740 4.6784027922163283311e-08 1.8523071785158419282e-07
1750 4.4608658787211731198e-08 1.8280524222663465577e-07
1760 4.2880674179681284992e-08 1.8066811778366830618e-07
1770 4.1529566849156679812e-08 1.7869360078419964958e-07
1780 4.0514742935902306993e-08 1.7682860094496475878e-07
1790 3.9803770130720473606e-08 1.7506203712029094533e-07
1800 3.9352477737359641159e-08 1.7340279149611158182e-07
1810 3.9090587264480690697e-08 1.7186536485708210078e-07
1820 3.8924686087249712643e-08 1.7045649073107972705e-07
1830 3.8762519120955315508e-08 1.6920353755653000025e-07
1840 3.853974767744019097e-08 1.6817001653323694754e-07
1850 3.8233391145592222937e-08 1.6746466364147254927e-07
1860 3.7854279436801830329e-08 1.6720821347307441512e-07
1870 3.7443126452643164278e-08 1.6750710642864833497e-07
1880 3.7045669520695051609e-08 1.6843438184862430082e-07
1890 3.6702688544324211203e-08 1.7001240594915088272e-07
1900 3.643104684259346747e-08 1.7220907198373228243e-07
1910 3.6212285623577829115e-08 1.7496383313812712576e-07
1920 3.6004155721324009114e-08 1.7820092899445675424e-07
1930 3.5759300265851837837e-08 1.8182481697297888118e-07
1940 3.5443592282959877893e-08 1.8571088575839944035e-07
1950 3.5056526196805705111e-08 1.8972992140152569526e-07
1960 3.4628330993967683223e-08 1.9374489939977876871e-07
1970 3.4220267620774532531e-08 1.9764372779043874048e-07
1980 3.38956570416677289e-08 2.0133591846681628577e-07
1990 3.371555280074351494e-08 2.047640191842816353e-07
2000 3.3725091284820762834e-08 2.0789607913997944026e-07
2010 3.394321419972743445e-08 2.1071463110430562505e-07
2020 3.4372036366785856242e-08 2.1321499360049492371e-07
2030 3.4996140381078716228e-08 2.1539535673455980814e-07
2040 3.5806161030990928647e-08 2.1728775002011584098e-07
2050 3.68065594573553886e-08 2.1897028756329910832e-07
2060 3.8014902848537239848e-08 2.2056192245646544143e-07
2070 3.944307631127961422e-08 2.2218028778223045717e-07
