s vacf_x VACF
1700 2.3836353500731718362e-08 6.6427633764017441571e-08
1710 1.6978320333392817534e-08 4.8426797851893876379e-08
1720 1.0136972066072440484e-08 2.988431160154399368e-08
1730 3.4170786165992946586e-09 1.1082120973037025634e-08
1740 -3.0854524853890612335e-09 -7.6934523512091106483e-09
1750 -9.2828639936775582792e-09 -2.6165100560483188619e-08
1760 -1.5103513386676229166e-08 -4.4063487331924308208e-08
1770 -2.0484604963801501998e-08 -6.112785939445732214e-08
1780 -2.5377578807354544292e-08 -7.7120125299500919199e-08
1790 -2.9743611550565433478e-08 -9.182382188179087946e-08
1800 -3.3551767438783180516e-08 -1.0504094684326250917e-07
1810 -3.6783384622743164911e-08 -1.1660582460071244641e-07
1820 -3.9426725464437536565e-08 -1.2637942381146936448e-07
1830 -4.1474871607043460698e-08 -1.3424695473065323043e-07
1840 -4.2924528287617816692e-08 -1.4011989621509880899e-07
1850 -4.3778654063504508529e-08 -1.4393819813244117675e-07
1860 -4.4043701518586360909e-08 -1.4566771003815945435e-07
1870 -4.3727246254566478675e-08 -1.4530004980603764101e-07
1880 -4.2837510408398112251e-08 -1.4284636361077391253e-07
1890 -4.1382086077371510407e-08 -1.3833843270301615361e-07
1900 -3.9369345002462524107e-08 -1.3183301417234045797e-07
1910 -3.6811786716652557415e-08 -1.2340558661927793118e-07
1920 -3.3727031466990282291e-08 -1.1315839009834973512e-07
1930 -3.0139742540314549206e-08 -1.0122106441381785123e-07
1940 -2.6085820799986307092e-08 -8.775446813613360976e-08
1950 -2.1612437575702815997e-08 -7.2951779559345548179e-08
1960 -1.6781775530325394726e-08 -5.7042469836231976316e-08
1970 -1.1665294994307670887e-08 -4.0280733784544368175e-08
1980 -6.3485689941185946981e-09 -2.2948747506977413855e-08
1990 -9.1702080891821018923e-10 -5.3419677376543322697e-09
2000 4.5357986194813544948e-09 1.2232119303218748286e-08
2010 9.9172095496076237571e-09 2.9462472094240526012e-08
2020 1.5137712585020285853e-08 4.6049711892411720908e-08
2030 2.0109456634111285587e-08 6.170893013335170336e-08
2040 2.4754474882018184056e-08 7.618311497317755848e-08
2050 2.9001597193182596965e-08 8.9245896965288762687e-08
2060 3.2794711992680759541e-08 1.0071217396140707922e-07
2070 3.6087008593154733252e-08 1.1043592506890203039e-07
2080 3.8841535018406494458e-08 1.1831509176720210059e-07
2090 4.1030780655555254667e-08 1.2428705103646964495e-07
2100 4.2640092772379605344e-08 1.28333817565137723e-07
2110 4.3661401909509589668e-08 1.3047609290877929268e-07
2120 4.4093851317347960913e-08 1.3077022095697060054e-07
2130 4.394892594114663037e-08 1.2931208416916020918e-07
2140 4.3243419999950534975e-08 1.2622275223295452669e-07
2150 4.200281827780973091e-08 1.2164374116753659288e-07
2160 4.026286018228767391e-08 1.1573819172966043067e-07
2170 3.8068594695973830517e-08 1.0867953951121504861e-07
2180 3.5470382715077683311e-08 1.0064360903437762184e-07
2190 3.2525962805432661807e-08 9.1803639322479650778e-08
2200 2.929600455926663346e-08 8.2334601331232853696e-08
2210 2.5842311506983150474e-08 7.2401189908151203444e-08
2220 2.2228397576391388447e-08 6.2162227943974611349e-08
2230 1.8512202209646900125e-08 5.1757663616025656184e-08
2240 1.4748861117823482984e-08 4.1318837201334595031e-08
2250 1.0992897797148306499e-08 3.0969163241090577416e-08
2260 7.2948042323181969324e-09 2.081687506957384724e-08
2270 3.6996173993398657086e-09 1.0960571943934548983e-08
2280 2.5097870221072383052e-10 1.4870585528720043648e-09
2290 -3.0122373002812359276e-09 -7.5330282319065145839e-09
2300 -6.0520654650724876263e-09 -1.6029746439060574134e-08
2310 -8.8362951500824809537e-09 -2.3944229991280596251e-08
2320 -1.1337962759082725246e-08 -3.1223658170271137825e-08
2330 -1.353593181097371815e-08 -3.7828625831854510938e-08
2340 -1.5422129234476198607e-08 -4.373298418158874976e-08
2350 -1.6996123912213821605e-08 -4.8920431854793038664e-08
2360 -1.8265416719532749094e-08 -5.3387759455280573726e-08
2370 -1.9241696695161409106e-08 -5.7136331806416009332e-08
2380 -1.9944111118866239917e-08 -6.0180338812898706088e-08
2390 -2.0396167466293807745e-08 -6.2541604225291822815e-08
2400 -2.0622000662768573687e-08 -6.4242356694409172283e-08
2410 -2.0647819469248866923e-08 -6.5306933491361177857e-08
2420 -2.0493138465260488591e-08 -6.5745495494423685862e-08
2430 -2.0170529648707790572e-08 -6.5548892418918387208e-08
2440 -1.9690155400196795728e-08 -6.4702384916683906605e-08
2450 -1.9060497113489513776e-08 -6.3196595778238790756e-08
2460 -1.8295268083489409268e-08 -6.1036189376415130808e-08
2470 -1.7410641961332890931e-08 -5.8243217859046290313e-08
2480 -1.6427136586403224628e-08 -5.4860409762379909618e-08
2490 -1.5364771036016349204e-08 -5.0933676871289284806e-08
2500 -1.4238391498156057815e-08 -4.6519065643606072306e-08
2510 -1.3067382372923018494e-08 -4.1687231914030300856e-08
2520 -1.1870327200680691715e-08 -3.6513707437728536206e-08
2530 -1.066674897756478049e-08 -3.1088898259225104796e-08
2540 -9.4756404259746055975e-09 -2.5505387721577636844e-08
2550 -8.3167993244633304461e-09 -1.9867150179624682068e-08
2560 -7.2086351615159883684e-09 -1.427768911700759178e-08
2570 -6.168536722294685614e-09 -8.8467269996942132355e-09
2580 -5.2108309124321682609e-09 -3.6792955313950124379e-09
2590 -4.3499580408581164394e-09 1.1250864912606079169e-09
2600 -3.6000965714379681186e-09 5.4791123541679240913e-09
2610 -2.9729144887282376929e-09 9.3127233929745729971e-09
2620 -2.4846920443305080735e-09 1.2572465657182733897e-08
2630 -2.1541055304976652133e-09 1.521518181675316619e-08
2640 -1.9987739130278048428e-09 1.7213609789470549161e-08
2650 -2.0363152085198279349e-09 1.8553024079332326777e-08
2660 -2.2846757409515100569e-09 1.9228595854461402647e-08
2670 -2.7615826920411249064e-09 1.9241124074983048889e-08
2680 -3.4768966227617497829e-09 1.8609956788037990955e-08
2690 -4.4362792910571962237e-09 1.735877976776463529e-08
2700 -5.6379798423617529691e-09 1.552401241320665438e-08
2710 -7.0715701965215482309e-09 1.3151530509636239026e-08
2720 -8.7217499288770885612e-09 1.0293106769541928595e-08
2730 -1.0561051233850575737e-08 7.0115222297524442883e-09
2740 -1.2553532502694225838e-08 3.3867590046572970149e-09
2750 -1.4655879585596372167e-08 -4.9980178801988107304e-10
2760 -1.6820008990078306662e-08 -4.5604519817128904931e-09
2770 -1.8992355927079098929e-08 -8.6998328737445162471e-09
2780 -2.1122101821513625882e-08 -1.2827631062091424906e-08
2790 -2.3156070200958641022e-08 -1.685837897744022658e-08
2800 -2.5045590204558880021e-08 -2.07129486174601665e-08
2810 -2.6749837373561291714e-08 -2.4318809283705525955e-08
2820 -2.8226087616457154236e-08 -2.761078119902444431e-08
2830 -2.9441443287172393503e-08 -3.0538273094201117737e-08
2840 -3.0364979867191243671e-08 -3.3062849588629206077e-08
2850 -3.0972494085386578646e-08 -3.5153840645689821218e-08
2860 -3.1243679945837585573e-08 -3.6785288376611369704e-08
2870 -3.1163295043594619172e-08 -3.7928161202444364026e-08
2880 -3.0718312558573770442e-08 -3.8558715830460118837e-08
2890 -2.990065920045270744e-08 -3.8650191207443434439e-08
2900 -2.8704144822015541019e-08 -3.8173691974003515932e-08
2910 -2.7125004063957404105e-08 -3.7102897191395321602e-08
2920 -2.5168969840634657534e-08 -3.5417739582586084176e-08
2930 -2.2845496290432493004e-08 -3.3106626737455676204e-08
2940 -2.0171675528932578548e-08 -3.0170691252151408419e-08
2950 -1.717411236979096522e-08 -2.6626182875525651416e-08
2960 -1.3881991720988361888e-08 -2.2506233191962522282e-08
2970 -1.0331052974152837939e-08 -1.785667107405013822e-08
2980 -6.566330413892541538e-09 -1.2746403290410367739e-08
2990 -2.6350436378186280622e-09 -7.2534362955305096647e-09
3000 1.4096512802192931302e-09 -1.4725954588886860546e-09
3010 5.5099217914515028789e-09 4.4924429715993827111e-09
3020 9.6069013700858035355e-09 1.0535507506595606687e-08
3030 1.363551288414313862e-08 1.654588338979972546e-08
3040 1.7526565529335100993e-08 2.2413060978014703836e-08
3050 2.1211620581730064901e-08 2.8034329634868181364e-08
3060 2.462761785590576717e-08 3.3314449546987656295e-08
3070 2.7712198236725039676e-08 3.8157530579942275574e-08
3080 3.0412738635058880773e-08 4.249085380553264335e-08
3090 3.2692073652312393662e-08 4.6251169478243059903e-08
3100 3.4527936378760466327e-08 4.9393308648102015157e-08
3110 3.5910680714444405418e-08 5.1884416559262903682e-08
3120 3.684900720918701556e-08 5.3711713897666501583e-08
3130 3.7363872711295846475e-08 5.4875929960918566879e-08
3140 3.7486313844963962887e-08 5.5397736683057631696e-08
3150 3.7256468320641565869e-08 5.531365374825508185e-08
3160 3.6716554734675245004e-08 5.4668209335334210125e-08
3170 3.5911786728568866938e-08 5.351479346853489499e-08
3180 3.4884810017373151999e-08 5.1905275827801479981e-08
3190 3.3672718808527831292e-08 4.9887712739948207104e-08
3200 3.2308202162615375798e-08 4.7507359377493390199e-08
3210 3.0819925008893091502e-08 4.4806407114486235465e-08
3220 2.9232918771502947991e-08 4.1823619193101898217e-08
3230 2.7564680327627794075e-08 3.8584204768606903304e-08
3240 2.582939824740665438e-08 3.5111380116222440788e-08
3250 2.4032280201637595643e-08 3.1419539157959906701e-08
3260 2.2174704020824136248e-08 2.7523312785410944207e-08
3270 2.0255776836333697825e-08 2.3436261307577581031e-08
3280 1.827252805961319878e-08 1.9171076976144367366e-08
3290 1.6225718621621471015e-08 1.4742830416078626499e-08
3300 1.4111573960056595452e-08 1.0163721953252034866e-08
3310 1.1932384177759152119e-08 5.4562004333809939339e-09
3320 9.6922742558895778477e-09 6.4161013085364995815e-10
3330 7.3942879897639144353e-09 -4.2537656838748701655e-09
3340 5.042937414359082804e-09 -9.1980907407630633779e-09
3350 2.6471080240154108081e-09 -1.4151342491992435512e-08
3360 2.1357238479960670059e-10 -1.9076657796262853712e-08
3370 -2.2490386904818104524e-09 -2.3941135714211122754e-08
3380 -4.7349074120798769747e-09 -2.8705621023300874544e-08
3390 -7.2413387581147275798e-09 -3.3335115321996776364e-08
3400 -9.7654266348543374825e-09 -3.7794707872691518628e-08
3410 -1.2306012017296495501e-08 -4.2050084192039524517e-08
3420 -1.4862953453209031997e-08 -4.6058019035866661204e-08
3430 -1.7429945374168288037e-08 -4.9768770194231867795e-08
3440 -1.9997885286933209481e-08 -5.3129562035104015868e-08
3450 -2.2549275805571029186e-08 -5.6081444225505006126e-08
3460 -2.5059124966369413526e-08 -5.8569439081747895066e-08
3470 -2.7495779701212618087e-08 -6.0541872995346231881e-08
3480 -2.9821711602578422564e-08 -6.1952897364621077567e-08
3490 -3.1998900697979489569e-08 -6.276579066720952039e-08
3500 -3.3983711067771449187e-08 -6.2949535742635380673e-08
3510 -3.5739486939117958104e-08 -6.2485299735995854177e-08
3520 -3.7228563668174269208e-08 -6.1360379041573250468e-08
3530 -3.8430336543448386693e-08 -5.9591037819782106585e-08
3540 -3.9327062253034342865e-08 -5.7197508440471759493e-08
3550 -3.9910613964583727926e-08 -5.4210983414227095769e-08
3560 -4.0184463290313240048e-08 -5.0683481089523245468e-08
3570 -4.0160841966573996089e-08 -4.6670917642294586817e-08
3580 -3.9857803915008491414e-08 -4.2239164272438391295e-08
3590 -3.9293857579858570913e-08 -3.7458290753762089738e-08
3600 -3.8486755281929646143e-08 -3.2397316700939686005e-08
3610 -3.7452607214623631872e-08 -2.7127793881147592924e-08
3620 -3.6199636105465041388e-08 -2.1713578628132428933e-08
3630 -3.4731385463722469489e-08 -1.6218883625546715983e-08
3640 -3.3048191931883000894e-08 -1.0702906885624249517e-08
3650 -3.1147563322551296144e-08 -5.2310322421566264606e-09
3660 -2.9030676640609449317e-08 1.3311555703502989917e-10
3670 -2.6697957482163444825e-08 5.3296159458567461944e-09
3680 -2.4159665041922027984e-08 1.0292093078548149798e-08
3690 -2.1430094100521635852e-08 1.4964028746798413246e-08
3700 -1.8526826671523315206e-08 1.9292661678840907669e-08
3710 -1.5476797164403051708e-08 2.3230116655717841503e-08
3720 -1.231148149584036164e-08 2.6730381183894873763e-08
3730 -9.0665533060353141685e-09 2.9753442542805824685e-08
3740 -5.7863354420486666955e-09 3.2261667301711637984e-08
3750 -2.513781443804554964e-09 3.422841346230034854e-08
3760 7.0354647564842050106e-10 3.5629842462042177075e-08
3770 3.8167079047751059492e-09 3.6450270368741737003e-08
3780 6.7809455889611437018e-09 3.6683678880823046368e-08
3790 9.553814195138716833e-09 3.633165038125330642e-08
3800 1.2104438404909711845e-08 3.5412814421501548804e-08
3810 1.4405525478034135496e-08 3.3957215705083668608e-08
3820 1.643854355309086797e-08 3.2006590695150382569e-08
3830 1.8191231574467904015e-08 2.9606852602053741578e-08
3840 1.9658170102629563521e-08 2.6820909036755638035e-08
3850 2.0839029537197329453e-08 2.3721134931385743209e-08
3860 2.173954656920473665e-08 2.0381209290366430791e-08
3870 2.2373688501672546627e-08 1.6892180719935088842e-08
3880 2.2764880808433001212e-08 1.3347904684057312172e-08
3890 2.2935402846325187366e-08 9.8273983137226158332e-09
3900 2.2910688696663915253e-08 6.4080372347124413288e-09
3910 2.2722769388355950899e-08 3.1579928604742885009e-09
3920 2.2404535159270270367e-08 1.3488583076923968248e-10
3930 2.1984841663878179536e-08 -2.6208606674146447947e-09
3940 2.1492986524397659035e-08 -5.0806542675393498735e-09
3950 2.0951003763868126839e-08 -7.2247144942878854115e-09
3960 2.0372109536817602808e-08 -9.0525405071816292304e-09
3970 1.9770073353414022942e-08 -1.0566156166103961881e-08
3980 1.9143108320527699088e-08 -1.1782714451692477205e-08
3990 1.8487438632158952055e-08 -1.2726110244511825885e-08
4000 1.7798926627165024107e-08 -1.3429271196962628629e-08
4010 1.707015285629790494e-08 -1.3925099803395870231e-08
4020 1.629161773674300229e-08 -1.4258118155398762813e-08
4030 1.5457716431858421999e-08 -1.4457384500126178293e-08
4040 1.4565737725801227712e-08 -1.4556354233828970784e-08
4050 1.3613474364683207652e-08 -1.4586308875513099629e-08
4060 1.259795738107290589e-08 -1.4572994854508091368e-08
4070 1.1521244826608366779e-08 -1.4525904911752681371e-08
4080 1.0385960926905536962e-08 -1.444872326744904531e-08
4090 9.189698268849621895e-09 -1.4339164147396078877e-08
4100 7.9334385844982877235e-09 -1.4182078312377678577e-08
4110 6.6161628275912935081e-09 -1.3954601301148457744e-08
4120 5.2409558115346783365e-09 -1.3630165423508559109e-08
4130 3.8116782382244475417e-09 -1.3182848165972702177e-08
4140 2.3343759881532937241e-09 -1.258903268116159345e-08
4150 8.2138071223075015715e-10 -1.183136180485662525e-08
4160 -7.1038540834428756439e-10 -1.0898104549953316031e-08
4170 -2.2351434868592157211e-09 -9.7780399611494717927e-09
4180 -3.7224236135977598361e-09 -8.4661296822826229178e-09
4190 -5.1367871458975720295e-09 -6.9640592684113457579e-09
4200 -6.4385511823938376822e-09 -5.2784426015147222032e-09
4210 -7.5882253732850909534e-09 -3.4155955020107675899e-09
4220 -8.5481886663534463356e-09 -1.3908778237633587682e-09
4230 -9.2827600521240442216e-09 7.7961214402876195526e-10
4240 -9.7588656062193940837e-09 3.0838848945105505042e-09
4250 -9.9505704152011622459e-09 5.5076520674982071461e-09
4260 -9.8389259783743877886e-09 8.040608957133234287e-09
4270 -9.4143817600159785391e-09 1.0666338479848938674e-08
4280 -8.6793368700967022217e-09 1.3372664564222227282e-08
4290 -7.6431000461878477975e-09 1.6150008045995551596e-08
4300 -6.3231167051178464391e-09 1.8987455197613725613e-08
4310 -4.7459742005172443041e-09 2.187428758859903932e-08
4320 -2.9465744616651783747e-09 2.4790020189175523226e-08
4330 -9.6385020212062204764e-10 2.7723872947651107161e-08
4340 1.1671820701470193743e-09 3.0660128821796367247e-08
4350 3.4061452890872196121e-09 3.3573962932948294382e-08
4360 5.7114458561799040765e-09 3.6429059357690317731e-08
4370 8.0396506188211703461e-09 3.9180518629724001428e-08
4380 1.0347796665247185258e-08 4.1772049200177791781e-08
4390 1.2591588021798228007e-08 4.414097202178435962e-08
4400 1.4722835026855302904e-08 4.6217050426560576616e-08
4410 1.6698572539811965205e-08 4.7933712151777655151e-08
4420 1.847752794795409713e-08 4.9235974615175323306e-08
4430 2.0030962075030165529e-08 5.0086007567029419615e-08
4440 2.133605426987786963e-08 5.046635555734086405e-08
4450 2.2378267713293518288e-08 5.0376241313360951866e-08
4460 2.3153816547593804715e-08 4.9838755487446316875e-08
4470 2.3666136885360280173e-08 4.8884536314125809724e-08
4480 2.3927823756615492908e-08 4.7557188631626857826e-08
4490 2.3956067361592215352e-08 4.5899565664574411605e-08
4500 2.3769943276770535563e-08 4.3951042787017454579e-08
4510 2.3390267094358919833e-08 4.1748573035938051224e-08
4520 2.283836676176645499e-08 3.9323817319584670575e-08
4530 2.2136580602030172816e-08 3.6702892561148971073e-08
4540 2.1306882355278717463e-08 3.3914500007799693498e-08
4550 2.0369697811893195611e-08 3.0981033231776614999e-08
4560 1.9343411515956148955e-08 2.7924042895739974729e-08
4570 1.8239756287104012663e-08 2.4759018663399664552e-08
4580 1.7069476770368476662e-08 2.1502368342356606656e-08
4590 1.5841837411296016456e-08 1.8167534651110280548e-08
4600 1.4562860336481663951e-08 1.4768946570449640267e-08
4610 1.3233555334013015075e-08 1.1317908972210928476e-08
4620 1.1856151164223411788e-08 7.8355754840352588308e-09
4630 1.0431842041209452849e-08 4.3493539885010348576e-09
4640 8.9615730226821169157e-09 8.8914353584944999207e-10
4650 7.4440000795332549471e-09 -2.5200253933673401612e-09
4660 5.876430383067832753e-09 -5.847556558374334909e-09
4670 4.2577985504752312605e-09 -9.0639762189031829893e-09
4680 2.5893423849845108874e-09 -1.21385424876529547e-08
4690 8.7313556254387280961e-10 -1.5054449716068413289e-08
4700 -8.8697925897887850063e-10 -1.7798679955757914066e-08
4710 -2.6899366795666735931e-09 -2.03739865043493901e-08
4720 -4.5293288729391049037e-09 -2.2777351728589993085e-08
