LAMMPS data file. CGCMM Style. atom_style full. Created by charmm2lammps v1.9.2 on Текущая дата: 20.02.2023 

         699  atoms
         466  bonds
         233  angles
           0  dihedrals
           0  impropers

           2  atom types
           1  bond types
           1  angle types
           0  dihedral types
           0  improper types

      -0.011       19.989 xlo xhi
     -0.0065      19.9935 ylo yhi
        0.08        20.08 zlo zhi

Masses

       1      1.008  # HT
       2    15.9994  # OT

Pair Coeffs # lj/charmm/coul/long

       1            0.046   0.400013524445            0.046   0.400013524445  # HT
       2           0.1521    3.15057422683           0.1521    3.15057422683  # OT

Atoms # full

     231      77     1     0.417            3.041            7.727            3.197  # HT
     232      78     2    -0.834           15.005           14.526           19.133  # OT
     233      78     1     0.417           15.742           13.941           19.238  # HT
     234      78     1     0.417           14.746           14.453           18.188  # HT
     235      79     2    -0.834           15.427           13.899           13.418  # OT
     236      79     1     0.417           15.598           14.703           13.915  # HT
     237      79     1     0.417           14.569           14.032           12.994  # HT
     238      80     2    -0.834           15.117           16.342            15.32  # OT
     239      80     1     0.417            14.19           16.658           15.235  # HT
     240      80     1     0.417           15.725            17.08            14.95  # HT
     241      81     2    -0.834            10.03           11.441            3.434  # OT
     242      81     1     0.417            9.274           10.827            3.422  # HT
     243      81     1     0.417           10.533           11.362            2.661  # HT
     244      82     2    -0.834            10.55            9.544           11.315  # OT
     245      82     1     0.417           10.055           10.343           11.396  # HT
     246      82     1     0.417            11.46            9.846           11.337  # HT
     247      83     2    -0.834           17.196           18.038           13.777  # OT
     248      83     1     0.417           17.492           17.085            13.75  # HT
     249      83     1     0.417           16.868           18.082           12.855  # HT
     250      84     2    -0.834           13.068            2.914           10.149  # OT
     251      84     1     0.417           12.803            2.473            9.295  # HT
     252      84     1     0.417            14.01            2.849           10.112  # HT
     253      85     2    -0.834             5.45            9.067            5.337  # OT
     254      85     1     0.417            4.722             8.84            4.711  # HT
     255      85     1     0.417            4.939             8.77            6.117  # HT
     256      86     2    -0.834            3.297           18.771           17.303  # OT
     257      86     1     0.417            3.913           19.272           17.825  # HT
     258      86     1     0.417            3.616           18.935           16.408  # HT
     259      87     2    -0.834            1.443             3.98           18.627  # OT
     260      87     1     0.417            1.536             3.05           18.247  # HT
     261      87     1     0.417            0.589            4.282           18.256  # HT
     262      88     2    -0.834            8.943           19.607            9.393  # OT
     263      88     1     0.417             9.89           19.666            9.174  # HT
     264      88     1     0.417            8.551           19.202            8.586  # HT
     265      89     2    -0.834            13.34            13.56           16.477  # OT
     266      89     1     0.417             13.4           13.568           15.542  # HT
     267      89     1     0.417           12.852           14.406           16.633  # HT
     268      90     2    -0.834           14.403            7.815           15.212  # OT
     269      90     1     0.417           13.532            8.206           14.911  # HT
     270      90     1     0.417           14.885            7.681           14.373  # HT
     271      91     2    -0.834            6.857           11.138            6.829  # OT
     272      91     1     0.417            6.107            11.75              6.8  # HT
     273      91     1     0.417             6.48           10.387            6.353  # HT
     274      92     2    -0.834           12.113            0.921            4.942  # OT
     275      92     1     0.417           12.819            0.635            5.562  # HT
     276      92     1     0.417           11.814            1.896            5.223  # HT
     277      93     2    -0.834            9.197            4.375           15.964  # OT
     278      93     1     0.417            9.163             3.59           15.387  # HT
     279      93     1     0.417            8.516            4.167           16.604  # HT
     280      94     2    -0.834            2.421            3.775            5.058  # OT
     281      94     1     0.417            2.684            2.934            4.652  # HT
     282      94     1     0.417            3.219             4.34            5.048  # HT
     283      95     2    -0.834           11.518            2.141           14.835  # OT
     284      95     1     0.417           11.356            2.769           14.101  # HT
     285      95     1     0.417           12.345            1.727           14.583  # HT
     286      96     2    -0.834            3.174            1.584           16.976  # OT
     287      96     1     0.417             2.37            2.077            16.81  # HT
     288      96     1     0.417             3.27            0.961           16.252  # HT
     289      97     2    -0.834           10.848           10.071           18.631  # OT
     290      97     1     0.417           10.345           10.477           17.907  # HT
     291      97     1     0.417           11.663           10.551           18.638  # HT
     292      98     2    -0.834            5.141            1.611            0.499  # OT
     293      98     1     0.417            4.697             1.11            1.234  # HT
     294      98     1     0.417            6.031            1.302            0.586  # HT
     295      99     2    -0.834           17.931           14.372           11.594  # OT
     296      99     1     0.417            17.01           14.424           11.287  # HT
     297      99     1     0.417           17.926           14.956           12.399  # HT
     298     100     2    -0.834            2.509            3.505            12.91  # OT
     299     100     1     0.417            2.114            4.138           12.315  # HT
     300     100     1     0.417            2.715            2.712           12.383  # HT
     301     101     2    -0.834           14.354            1.352           14.004  # OT
     302     101     1     0.417           14.694            0.623           14.565  # HT
     303     101     1     0.417           14.573            2.195           14.426  # HT
     304     102     2    -0.834            5.461            6.754            1.943  # OT
     305     102     1     0.417            6.412            6.627            2.018  # HT
     306     102     1     0.417            5.209            5.956            1.434  # HT
     307     103     2    -0.834           18.063           14.437           16.912  # OT
     308     103     1     0.417           18.739           13.888           17.373  # HT
     309     103     1     0.417           17.184           13.977           16.958  # HT
     310     104     2    -0.834            6.142           11.858           16.052  # OT
     311     104     1     0.417            5.762           12.642           15.675  # HT
     312     104     1     0.417            5.566           11.146           15.661  # HT
     313     105     2    -0.834           11.187           19.104           18.681  # OT
     314     105     1     0.417           12.029           18.566           18.863  # HT
     315     105     1     0.417           10.574           18.773           19.364  # HT
     316     106     2    -0.834            11.78           13.509            0.983  # OT
     317     106     1     0.417           12.311           13.422            1.794  # HT
     318     106     1     0.417           12.379           13.816              0.3  # HT
     319     107     2    -0.834            13.41           13.796            3.206  # OT
     320     107     1     0.417            12.86           13.342            3.952  # HT
     321     107     1     0.417           14.378           13.624            3.486  # HT
     322     108     2    -0.834            7.314            0.228            9.152  # OT
     323     108     1     0.417            7.447            0.196            8.157  # HT
     324     108     1     0.417            8.219            0.336            9.426  # HT
     325     109     2    -0.834            0.289           10.538           13.468  # OT
     326     109     1     0.417            0.286           10.937           12.602  # HT
     327     109     1     0.417            1.262           10.357           13.669  # HT
     328     110     2    -0.834           16.214            7.847            4.766  # OT
     329     110     1     0.417           15.254            7.992            5.161  # HT
     330     110     1     0.417           15.905            7.392            3.996  # HT
     331     111     2    -0.834            12.44           12.407             5.37  # OT
     332     111     1     0.417           11.652           11.887            5.105  # HT
     333     111     1     0.417           12.893           11.867            5.977  # HT
     334     112     2    -0.834            6.968           11.629            2.353  # OT
     335     112     1     0.417            6.575           10.896            1.807  # HT
     336     112     1     0.417            7.083            12.29             1.59  # HT
     337     113     2    -0.834           13.533            10.55             7.16  # OT
     338     113     1     0.417           12.608           10.309             7.49  # HT
     339     113     1     0.417           14.008            10.94            7.925  # HT
     340     114     2    -0.834           11.706           15.811           16.829  # OT
     341     114     1     0.417           10.892           16.347            16.59  # HT
     342     114     1     0.417           12.344           16.466           17.162  # HT
     343     115     2    -0.834           11.642            19.03            4.866  # OT
     344     115     1     0.417           10.752           18.786            5.209  # HT
     345     115     1     0.417           11.534           19.147            3.897  # HT
     346     116     2    -0.834           12.814           17.906            7.383  # OT
     347     116     1     0.417           13.379            17.41            6.688  # HT
     348     116     1     0.417           11.963           17.994            6.954  # HT
     349     117     2    -0.834           10.963            1.737            11.79  # OT
     350     117     1     0.417           10.319             2.24           11.334  # HT
     351     117     1     0.417           11.709            2.167            11.21  # HT
     352     118     2    -0.834            5.526            8.369           14.858  # OT
     353     118     1     0.417             4.95            8.218           14.072  # HT
     354     118     1     0.417            4.945            8.919           15.363  # HT
     355     119     2    -0.834           14.776            4.939           12.443  # OT
     356     119     1     0.417           14.636            5.952           12.252  # HT
     357     119     1     0.417           13.865            4.712           12.604  # HT
     358     120     2    -0.834            7.529            4.508            1.396  # OT
     359     120     1     0.417            8.313            4.582            0.857  # HT
     360     120     1     0.417            6.783            4.511            0.768  # HT
     361     121     2    -0.834           19.008            2.197           19.861  # OT
     362     121     1     0.417           18.936            3.086           19.425  # HT
     363     121     1     0.417           19.532            1.711           19.161  # HT
     364     122     2    -0.834             11.2            4.151            3.471  # OT
     365     122     1     0.417           12.053             4.36            3.928  # HT
     366     122     1     0.417           10.572            4.426            4.138  # HT
     367     123     2    -0.834            4.884            4.081           13.713  # OT
     368     123     1     0.417             4.97            4.746           14.373  # HT
     369     123     1     0.417            3.932            3.975           13.593  # HT
     370     124     2    -0.834           13.867            4.624            3.954  # OT
     371     124     1     0.417           14.067            4.641            4.904  # HT
     372     124     1     0.417           14.122            5.494            3.648  # HT
     373     125     2    -0.834           17.422              3.4            4.202  # OT
     374     125     1     0.417           18.195            3.434            3.598  # HT
     375     125     1     0.417           17.397            2.425            4.407  # HT
     376     126     2    -0.834           16.691           17.916            6.759  # OT
     377     126     1     0.417           16.406           18.553            6.092  # HT
     378     126     1     0.417           16.815           18.526            7.582  # HT
     379     127     2    -0.834           18.193            17.97             9.75  # OT
     380     127     1     0.417           17.958           18.911            9.833  # HT
     381     127     1     0.417           19.151            17.99            9.647  # HT
     382     128     2    -0.834           17.427             8.46           15.062  # OT
     383     128     1     0.417           16.459            8.523           15.043  # HT
     384     128     1     0.417           17.637            7.769           14.388  # HT
     385     129     2    -0.834            3.174           11.159            5.954  # OT
     386     129     1     0.417            3.904           11.073            5.352  # HT
     387     129     1     0.417            3.204           12.104            6.129  # HT
     388     130     2    -0.834           12.922            2.911           17.412  # OT
     389     130     1     0.417           12.421            2.431           18.089  # HT
     390     130     1     0.417            12.24            2.996           16.701  # HT
     391     131     2    -0.834            6.612            3.396           17.042  # OT
     392     131     1     0.417            6.138            2.987            17.83  # HT
     393     131     1     0.417            6.248            2.883           16.306  # HT
     394     132     2    -0.834            3.628           15.453            9.684  # OT
     395     132     1     0.417            3.604           16.368            9.365  # HT
     396     132     1     0.417            3.266           15.478           10.592  # HT
     397     133     2    -0.834            1.641           18.264            8.136  # OT
     398     133     1     0.417            0.755            18.49            8.008  # HT
     399     133     1     0.417            1.981           19.003            8.665  # HT
     400     134     2    -0.834           14.269           10.001            4.369  # OT
     401     134     1     0.417           14.973           10.528            4.752  # HT
     402     134     1     0.417            13.69            9.859            5.092  # HT
     403     135     2    -0.834           14.691           13.817             9.05  # OT
     404     135     1     0.417           15.162           14.372            8.385  # HT
     405     135     1     0.417           13.821            14.25            9.113  # HT
     406     136     2    -0.834           12.273            5.424           10.404  # OT
     407     136     1     0.417           12.384            4.472            10.21  # HT
     408     136     1     0.417           13.153            5.714           10.501  # HT
     409     137     2    -0.834            3.759           13.253           15.143  # OT
     410     137     1     0.417            3.552           13.546           16.059  # HT
     411     137     1     0.417            2.862           13.321            14.74  # HT
     412     138     2    -0.834            7.319           14.432           15.015  # OT
     413     138     1     0.417            7.633           15.319           14.742  # HT
     414     138     1     0.417            7.702           14.303           15.933  # HT
     415     139     2    -0.834            17.29           19.292            2.359  # OT
     416     139     1     0.417           17.571           18.413            2.072  # HT
     417     139     1     0.417           17.248           19.245            3.346  # HT
     418     140     2    -0.834           19.066           16.468            6.797  # OT
     419     140     1     0.417             18.3            16.93            7.189  # HT
     420     140     1     0.417           18.744           16.292            5.883  # HT
     421     141     2    -0.834            3.117           11.819            10.07  # OT
     422     141     1     0.417             3.49           12.496            9.523  # HT
     423     141     1     0.417            3.937           11.583           10.539  # HT
     424     142     2    -0.834            0.549           16.393           10.366  # OT
     425     142     1     0.417            1.292           16.322           11.016  # HT
     426     142     1     0.417            0.665           17.283            9.972  # HT
     427     143     2    -0.834           17.347            6.894            12.71  # OT
     428     143     1     0.417           17.035            7.281           11.931  # HT
     429     143     1     0.417           17.688            6.047           12.386  # HT
     430     144     2    -0.834           15.811           15.289              7.2  # OT
     431     144     1     0.417           15.614           14.969            6.309  # HT
     432     144     1     0.417           16.024           16.198            6.987  # HT
     433     145     2    -0.834           18.327            0.375           11.458  # OT
     434     145     1     0.417           18.825            0.141           12.294  # HT
     435     145     1     0.417           18.403            1.366            11.38  # HT
     436     146     2    -0.834            10.05            5.605            5.758  # OT
     437     146     1     0.417           10.155            6.554            5.556  # HT
     438     146     1     0.417           10.797            5.389            6.309  # HT
     439     147     2    -0.834            7.881            3.518              5.7  # OT
     440     147     1     0.417             8.55            4.225            5.812  # HT
     441     147     1     0.417             7.07            3.834            6.169  # HT
     442     148     2    -0.834            8.559            3.515           11.535  # OT
     443     148     1     0.417            8.435            4.298           12.155  # HT
     444     148     1     0.417            7.955            2.899           11.952  # HT
     445     149     2    -0.834           13.039           10.511           11.777  # OT
     446     149     1     0.417           13.825           10.589           11.282  # HT
     447     149     1     0.417           12.883           11.473           11.916  # HT
     448     150     2    -0.834           18.189            4.582           18.849  # OT
     449     150     1     0.417           17.592            4.772           19.591  # HT
     450     150     1     0.417           18.462            5.429           18.518  # HT
     451     151     2    -0.834           15.316            3.976           15.033  # OT
     452     151     1     0.417           15.353            4.265           14.065  # HT
     453     151     1     0.417           14.585            4.533            15.46  # HT
     454     152     2    -0.834              8.4            5.552           13.557  # OT
     455     152     1     0.417             9.07             5.24           14.185  # HT
     456     152     1     0.417            7.739            5.945           14.163  # HT
     457     153     2    -0.834            13.87            7.474           12.187  # OT
